volcano_number;volcano_name;primary_volcano_type;country;region;subregion;elevation;tectonic_settings;evidence_category;major_rock;population_nearby
332060;Haleakala;Shield;United States;Hawaii and Pacific Ocean;Hawaiian Islands;high;Intraplate / Oceanic crust (< 15 km);Eruption Dated;Basalt / Picro-Basalt;alot
222030;Barrier, The;Shield;Kenya;Africa and Red Sea;Africa (eastern);medium;Rift zone / Continental crust (>25 km);Eruption Observed;Trachyte / Trachydacite;few
351060;Purace;Stratovolcano(es);Colombia;South America;Colombia;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;quite alot
284150;Asuncion;Stratovolcano;United States;Japan, Taiwan, Marianas;Izu, Volcano, and Mariana Islands;low;Subduction zone / Crustal thickness unknown;Eruption Observed;Andesite / Basaltic Andesite;none
274030;Babuyan Claro;Stratovolcano(es);Philippines;Philippines and SE Asia;North of Luzon;medium;Subduction zone / Crustal thickness unknown;Eruption Observed;Andesite / Basaltic Andesite;few
275001;Hainan Volcanic Field;Pyroclastic cone(s);China;Philippines and SE Asia;Southeast Asia;low;Intraplate / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;alot
341070;Toluca, Nevado de;Stratovolcano;Mexico;México and Central America;Mexico;high;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;few
341080;Chichinautzin;Volcanic field;Mexico;México and Central America;Mexico;high;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;alot
341090;Popocatepetl;Stratovolcano(es);Mexico;México and Central America;Mexico;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
341093;Humeros, Los;Caldera(s);Mexico;México and Central America;Mexico;high;Subduction zone / Continental crust (>25 km);Eruption Dated;Rhyolite;quite alot
341098;Cumbres,  Las;Stratovolcano;Mexico;México and Central America;Mexico;high;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;few
341096;Cofre de Perote;Shield(s);Mexico;México and Central America;Mexico;high;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;few
341100;Orizaba, Pico de;Stratovolcano;Mexico;México and Central America;Mexico;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
341095;Naolinco Volcanic Field;Pyroclastic cone(s);Mexico;México and Central America;Mexico;high;Subduction zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;alot
332030;Mauna Kea;Shield;United States;Hawaii and Pacific Ocean;Hawaiian Islands;high;Intraplate / Oceanic crust (< 15 km);Eruption Dated;Basalt / Picro-Basalt;few
332040;Hualalai;Shield;United States;Hawaii and Pacific Ocean;Hawaiian Islands;high;Intraplate / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;alot
332020;Mauna Loa;Shield;United States;Hawaii and Pacific Ocean;Hawaiian Islands;high;Intraplate / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;few
332010;Kilauea;Shield;United States;Hawaii and Pacific Ocean;Hawaiian Islands;medium;Intraplate / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;quite alot
341020;Barcena;Pyroclastic cone(s);Mexico;México and Central America;Mexico;low;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Trachyte / Trachydacite;none
341040;Colima;Stratovolcano(es);Mexico;México and Central America;Mexico;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
341060;Michoacan-Guanajuato;Pyroclastic cone(s);Mexico;México and Central America;Mexico;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;alot
341061;Zitacuaro-Valle de Bravo;Caldera;Mexico;México and Central America;Mexico;high;Subduction zone / Continental crust (>25 km);Eruption Dated;Dacite;alot
225060;Bayuda Volcanic Field;Pyroclastic cone(s);Sudan;Africa and Red Sea;Africa (northern);low;Intraplate / Continental crust (>25 km);Eruption Dated;Trachybasalt / Tephrite Basanite;quite alot
284160;Agrigan;Stratovolcano;United States;Japan, Taiwan, Marianas;Izu, Volcano, and Mariana Islands;low;Subduction zone / Crustal thickness unknown;Eruption Observed;Basalt / Picro-Basalt;none
284170;Pagan;Stratovolcano(es);United States;Japan, Taiwan, Marianas;Izu, Volcano, and Mariana Islands;low;Subduction zone / Crustal thickness unknown;Eruption Observed;Basalt / Picro-Basalt;none
273090;Cagua;Stratovolcano;Philippines;Philippines and SE Asia;Luzon;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
274010;Camiguin de Babuyanes;Stratovolcano;Philippines;Philippines and SE Asia;North of Luzon;low;Subduction zone / Crustal thickness unknown;Eruption Observed;Andesite / Basaltic Andesite;few
341110;San Martin;Shield;Mexico;México and Central America;Mexico;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Trachybasalt / Tephrite Basanite;few
341021;Socorro;Shield;Mexico;México and Central America;Mexico;medium;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Trachyte / Trachydacite;none
231080;Yar, Jabal;Volcanic field;Saudi Arabia;Middle East and Indian Ocean;Middle East (southern);low;Intraplate / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;alot
341120;Chichon, El;Lava dome(s);Mexico;México and Central America;Mexico;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Trachyandesite / Basaltic Trachyandesite;quite alot
360010;Saba;Stratovolcano;Netherlands;West Indies;West Indies;low;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Andesite / Basaltic Andesite;quite alot
360030;Liamuiga;Stratovolcano;Saint Kitts and Nevis;West Indies;West Indies;medium;Subduction zone / Oceanic crust (< 15 km);Eruption Dated;Andesite / Basaltic Andesite;quite alot
360020;Quill, The;Stratovolcano;Netherlands;West Indies;West Indies;low;Subduction zone / Oceanic crust (< 15 km);Eruption Dated;Andesite / Basaltic Andesite;quite alot
284200;Anatahan;Stratovolcano;United States;Japan, Taiwan, Marianas;Izu, Volcano, and Mariana Islands;low;Subduction zone / Crustal thickness unknown;Eruption Observed;Andesite / Basaltic Andesite;none
360050;Soufriere Hills;Stratovolcano;United Kingdom;West Indies;West Indies;low;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Andesite / Basaltic Andesite;quite alot
360060;Soufriere Guadeloupe;Stratovolcano;France;West Indies;West Indies;medium;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Andesite / Basaltic Andesite;quite alot
231110;Haylan, Jabal;Volcanic field;Yemen;Middle East and Indian Ocean;Middle East (southern);medium;Intraplate / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;alot
231090;Arhab, Harra of;Volcanic field;Yemen;Middle East and Indian Ocean;Middle East (southern);high;Intraplate / Continental crust (>25 km);Eruption Observed;Trachybasalt / Tephrite Basanite;alot
221020;Zubair Group;Shield;Yemen;Africa and Red Sea;Africa (northeastern) and Red Sea;low;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;few
221010;Tair, Jebel at;Stratovolcano;Yemen;Africa and Red Sea;Africa (northeastern) and Red Sea;low;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Trachybasalt / Tephrite Basanite;none
225050;Meidob Volcanic Field;Pyroclastic cone(s);Sudan;Africa and Red Sea;Africa (northern);high;Intraplate / Continental crust (>25 km);Eruption Dated;Trachybasalt / Tephrite Basanite;quite alot
273083;Pinatubo;Stratovolcano;Philippines;Philippines and SE Asia;Luzon;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Dacite;few
341130;Tacana;Stratovolcano;Mexico-Guatemala;México and Central America;Mexico;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;quite alot
360100;Trois Pitons, Morne;Complex;Dominica;West Indies;West Indies;medium;Subduction zone / Oceanic crust (< 15 km);Eruption Dated;Andesite / Basaltic Andesite;quite alot
360110;Plat Pays, Morne;Stratovolcano;Dominica;West Indies;West Indies;low;Subduction zone / Oceanic crust (< 15 km);Eruption Dated;Dacite;alot
360101;Watt, Morne;Stratovolcano(es);Dominica;West Indies;West Indies;medium;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Andesite / Basaltic Andesite;quite alot
231120;Dhamar, Harras of;Volcanic field;Yemen;Middle East and Indian Ocean;Middle East (southern);high;Intraplate / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;alot
284211;NW Rota-1;Submarine;United States;Japan, Taiwan, Marianas;Izu, Volcano, and Mariana Islands;low;Subduction zone / Crustal thickness unknown;Eruption Observed;Basalt / Picro-Basalt;none
273060;San Pablo Volcanic Field;Stratovolcano;Philippines;Philippines and SE Asia;Luzon;medium;Subduction zone / Continental crust (>25 km);Eruption Dated;Trachyandesite / Basaltic Trachyandesite;alot
273081;Mariveles;Stratovolcano;Philippines;Philippines and SE Asia;Luzon;medium;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;few
273070;Taal;Caldera;Philippines;Philippines and SE Asia;Luzon;low;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;alot
342040;Almolonga;Stratovolcano;Guatemala;México and Central America;Guatemala;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Dacite;alot
342030;Santa Maria;Stratovolcano;Guatemala;México and Central America;Guatemala;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Dacite;quite alot
342120;Tecuamburro;Stratovolcano;Guatemala;México and Central America;Guatemala;medium;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;quite alot
342080;Acatenango;Stratovolcano(es);Guatemala;México and Central America;Guatemala;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;quite alot
342090;Fuego;Stratovolcano(es);Guatemala;México and Central America;Guatemala;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;quite alot
342110;Pacaya;Complex;Guatemala;México and Central America;Guatemala;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;quite alot
360120;Pelee;Stratovolcano;France;West Indies;West Indies;medium;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Andesite / Basaltic Andesite;few
384010;Fogo;Stratovolcano;Cape Verde;Atlantic Ocean;Cape Verde Islands;high;Intraplate / Intermediate crust (15-25 km);Eruption Observed;Foidite;few
231160;Sawad, Harra Es-;Volcanic field;Yemen;Middle East and Indian Ocean;Middle East (southern);medium;Intraplate / Continental crust (>25 km);Eruption Observed;Trachybasalt / Tephrite Basanite;alot
221100;Dubbi;Stratovolcano;Eritrea;Africa and Red Sea;Africa (northeastern) and Red Sea;medium;Rift zone / Intermediate crust (15-25 km);Eruption Observed;Basalt / Picro-Basalt;none
221060;Alu-Dalafilla;Fissure vent(s);Ethiopia;Africa and Red Sea;Africa (northeastern) and Red Sea;low;Rift zone / Intermediate crust (15-25 km);Eruption Observed;Basalt / Picro-Basalt;none
221080;Erta Ale;Shield;Ethiopia;Africa and Red Sea;Africa (northeastern) and Red Sea;low;Rift zone / Intermediate crust (15-25 km);Eruption Observed;Basalt / Picro-Basalt;quite alot
273042;Isarog;Stratovolcano;Philippines;Philippines and SE Asia;Luzon;medium;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;few
343060;Ilopango;Caldera;El Salvador;México and Central America;El Salvador and Honduras;low;Subduction zone / Continental crust (>25 km);Eruption Observed;Dacite;alot
343050;San Salvador;Stratovolcano;El Salvador;México and Central America;El Salvador and Honduras;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;alot
343020;Santa Ana;Stratovolcano;El Salvador;México and Central America;El Salvador and Honduras;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
360140;Qualibou;Caldera;Saint Lucia;West Indies;West Indies;low;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Andesite / Basaltic Andesite;alot
360150;Soufriere St. Vincent;Stratovolcano;Saint Vincent and the Grenadines;West Indies;West Indies;medium;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Andesite / Basaltic Andesite;quite alot
221122;Manda-Inakir;Fissure vent(s);Ethiopia-Djibouti;Africa and Red Sea;Africa (northeastern) and Red Sea;low;Rift zone / Intermediate crust (15-25 km);Eruption Observed;Basalt / Picro-Basalt;few
221112;Alayta;Shield;Ethiopia;Africa and Red Sea;Africa (northeastern) and Red Sea;medium;Rift zone / Intermediate crust (15-25 km);Eruption Observed;Basalt / Picro-Basalt;few
221113;Dabbahu;Stratovolcano;Ethiopia;Africa and Red Sea;Africa (northeastern) and Red Sea;medium;Rift zone / Intermediate crust (15-25 km);Eruption Observed;Basalt / Picro-Basalt;few
221115;Manda Hararo;Shield(s);Ethiopia;Africa and Red Sea;Africa (northeastern) and Red Sea;low;Rift zone / Intermediate crust (15-25 km);Eruption Observed;Basalt / Picro-Basalt;few
225030;Marra, Jebel;Volcanic field;Sudan;Africa and Red Sea;Africa (northern);high;Intraplate / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;few
273010;Bulusan;Stratovolcano(es);Philippines;Philippines and SE Asia;Luzon;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;quite alot
344010;Cosiguina;Stratovolcano;Nicaragua;México and Central America;Nicaragua;low;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
344020;San Cristobal;Stratovolcano;Nicaragua;México and Central America;Nicaragua;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;few
344091;Apoyeque;Pyroclastic shield;Nicaragua;México and Central America;Nicaragua;low;Subduction zone / Continental crust (>25 km);Eruption Dated;Dacite;quite alot
344092;Nejapa-Miraflores;Fissure vent(s);Nicaragua;México and Central America;Nicaragua;low;Subduction zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;alot
344080;Pilas, Las;Complex;Nicaragua;México and Central America;Nicaragua;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
344070;Negro, Cerro;Pyroclastic cone(s);Nicaragua;México and Central America;Nicaragua;low;Subduction zone / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;quite alot
344090;Momotombo;Stratovolcano;Nicaragua;México and Central America;Nicaragua;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;few
344040;Telica;Stratovolcano(es);Nicaragua;México and Central America;Nicaragua;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;quite alot
360160;Kick 'em Jenny;Submarine;Grenada;West Indies;West Indies;low;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;none
221126;Ardoukoba;Fissure vent(s);Djibouti;Africa and Red Sea;Africa (northeastern) and Red Sea;low;Rift zone / Intermediate crust (15-25 km);Eruption Observed;Basalt / Picro-Basalt;quite alot
221141;Dama Ali;Shield;Ethiopia;Africa and Red Sea;Africa (northeastern) and Red Sea;medium;Rift zone / Intermediate crust (15-25 km);Eruption Observed;Basalt / Picro-Basalt;few
272080;Biliran;Compound;Philippines;Philippines and SE Asia;Central Philippines;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;quite alot
344100;Masaya;Caldera;Nicaragua;México and Central America;Nicaragua;low;Subduction zone / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;alot
344120;Concepcion;Stratovolcano;Nicaragua;México and Central America;Nicaragua;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;alot
272050;Cabalían;Stratovolcano;Philippines;Philippines and SE Asia;Central Philippines;low;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;alot
272020;Kanlaon;Stratovolcano;Philippines;Philippines and SE Asia;Central Philippines;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;quite alot
345030;Miravalles;Stratovolcano;Costa Rica;México and Central America;Costa Rica;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
345020;Rincon de la Vieja;Complex;Costa Rica;México and Central America;Costa Rica;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
345050;Barva;Complex;Costa Rica;México and Central America;Costa Rica;high;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;few
345033;Arenal;Stratovolcano;Costa Rica;México and Central America;Costa Rica;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;quite alot
345040;Poas;Stratovolcano;Costa Rica;México and Central America;Costa Rica;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;quite alot
345070;Turrialba;Stratovolcano;Costa Rica;México and Central America;Costa Rica;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;quite alot
222040;Namarunu;Shield;Kenya;Africa and Red Sea;Africa (eastern);low;Rift zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt;few
222052;Silali;Shield;Kenya;Africa and Red Sea;Africa (eastern);medium;Rift zone / Continental crust (>25 km);Eruption Dated;Trachyte / Trachydacite;few
222051;Emuruangogolak;Shield;Kenya;Africa and Red Sea;Africa (eastern);medium;Rift zone / Continental crust (>25 km);Eruption Dated;Trachyte / Trachydacite;few
268040;Gamkonora;Stratovolcano;Indonesia;Indonesia;Halmahera;medium;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Andesite / Basaltic Andesite;quite alot
268010;Dukono;Complex;Indonesia;Indonesia;Halmahera;medium;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Andesite / Basaltic Andesite;quite alot
268030;Ibu;Stratovolcano;Indonesia;Indonesia;Halmahera;medium;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Andesite / Basaltic Andesite;quite alot
266130;Tangkoko-Duasudara;Stratovolcano;Indonesia;Indonesia;Sulawesi;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
266110;Mahawu;Stratovolcano;Indonesia;Indonesia;Sulawesi;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;alot
266100;Lokon-Empung;Stratovolcano(es);Indonesia;Indonesia;Sulawesi;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Basalt / Picro-Basalt;alot
266030;Soputan;Stratovolcano;Indonesia;Indonesia;Sulawesi;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;quite alot
351080;Galeras;Complex;Colombia;South America;Colombia;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
261120;Sorikmarapi;Stratovolcano;Indonesia;Indonesia;Sumatra;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
222053;Paka;Shield;Kenya;Africa and Red Sea;Africa (eastern);medium;Rift zone / Continental crust (>25 km);Eruption Dated;Trachyte / Trachydacite;few
222090;Olkaria;Pyroclastic cone(s);Kenya;Africa and Red Sea;Africa (eastern);high;Rift zone / Continental crust (>25 km);Eruption Dated;Rhyolite;alot
223001;Fort Portal;Tuff cone(s);Uganda;Africa and Red Sea;Africa (central);medium;Rift zone / Continental crust (>25 km);Eruption Dated;Foidite;alot
268060;Gamalama;Stratovolcano(es);Indonesia;Indonesia;Halmahera;medium;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Andesite / Basaltic Andesite;alot
266020;Ambang;Complex;Indonesia;Indonesia;Sulawesi;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;quite alot
261150;Tandikat-Singgalang;Stratovolcano(es);Indonesia;Indonesia;Sumatra;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
261160;Talang;Stratovolcano;Indonesia;Indonesia;Sumatra;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;quite alot
261140;Marapi;Complex;Indonesia;Indonesia;Sumatra;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
353011;Ecuador;Shield;Ecuador;South America;Galapagos Islands;low;Rift zone / Oceanic crust (< 15 km);Eruption Dated;Basalt / Picro-Basalt;few
353030;Darwin;Shield;Ecuador;South America;Galapagos Islands;medium;Rift zone / Oceanic crust (< 15 km);Eruption Dated;Basalt / Picro-Basalt;few
353040;Alcedo;Shield;Ecuador;South America;Galapagos Islands;medium;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;few
353060;Azul, Cerro;Shield;Ecuador;South America;Galapagos Islands;medium;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;few
353050;Negra, Sierra;Shield;Ecuador;South America;Galapagos Islands;medium;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;few
353090;Santiago;Shield;Ecuador;South America;Galapagos Islands;low;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;few
334070;Galapagos Rift;Submarine;Undersea Features;Hawaii and Pacific Ocean;Pacific Ocean (eastern);low;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;none
352004;Imbabura;Compound;Ecuador;South America;Ecuador;high;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;few
352002;Chachimbiro;Stratovolcano;Ecuador;South America;Ecuador;high;Subduction zone / Continental crust (>25 km);Eruption Dated;Dacite;few
352021;Atacazo;Stratovolcano;Ecuador;South America;Ecuador;high;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;few
352011;Pululahua;Caldera;Ecuador;South America;Ecuador;high;Subduction zone / Continental crust (>25 km);Eruption Dated;Dacite;alot
352003;Cuicocha;Caldera;Ecuador;South America;Ecuador;high;Subduction zone / Continental crust (>25 km);Eruption Dated;Dacite;alot
352022;Chacana;Caldera;Ecuador;South America;Ecuador;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Rhyolite;alot
352030;Antisana;Stratovolcano;Ecuador;South America;Ecuador;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
352020;Guagua Pichincha;Stratovolcano;Ecuador;South America;Ecuador;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
352050;Cotopaxi;Stratovolcano;Ecuador;South America;Ecuador;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
352006;Cayambe;Compound;Ecuador;South America;Ecuador;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
352040;Sumaco;Stratovolcano;Ecuador;South America;Ecuador;high;Subduction zone / Continental crust (>25 km);Evidence Uncertain;Trachybasalt / Tephrite Basanite;few
351100;Cumbal;Stratovolcano;Colombia;South America;Colombia;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;quite alot
351110;Chiles-Cerro Negro;Stratovolcano;Colombia-Ecuador;South America;Colombia;high;Subduction zone / Continental crust (>25 km);Evidence Uncertain;Dacite;few
352010;Reventador;Stratovolcano;Ecuador;South America;Ecuador;high;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
222166;Rungwe;Stratovolcano;Tanzania;Africa and Red Sea;Africa (eastern);high;Rift zone / Continental crust (>25 km);Eruption Dated;Trachyte / Trachydacite;few
222170;Kyejo;Stratovolcano;Tanzania;Africa and Red Sea;Africa (eastern);high;Rift zone / Continental crust (>25 km);Eruption Observed;Trachyte / Trachydacite;quite alot
255070;Savo;Stratovolcano;Solomon Islands;Melanesia and Australia;Bougainville and Solomon Islands;low;Subduction zone / Crustal thickness unknown;Eruption Observed;Andesite / Basaltic Andesite;quite alot
253060;Dawson Strait Group;Volcanic field;Papua New Guinea;Melanesia and Australia;New Guinea and D'Entrecasteaux Islands;low;Subduction zone / Continental crust (>25 km);Eruption Dated;Rhyolite;quite alot
253030;Victory;Stratovolcano;Papua New Guinea;Melanesia and Australia;New Guinea and D'Entrecasteaux Islands;medium;Subduction zone / Continental crust (>25 km);Eruption Observed;Andesite / Basaltic Andesite;few
222164;Ngozi;Caldera;Tanzania;Africa and Red Sea;Africa (eastern);high;Rift zone / Continental crust (>25 km);Eruption Dated;Trachyte / Trachydacite;alot
255050;Simbo;Stratovolcano(es);Solomon Islands;Melanesia and Australia;Bougainville and Solomon Islands;low;Subduction zone / Crustal thickness unknown;Eruption Dated;Andesite / Basaltic Andesite;few
264270;Sirung;Complex;Indonesia;Indonesia;Lesser Sunda Islands;low;Subduction zone / Crustal thickness unknown;Eruption Observed;Andesite / Basaltic Andesite;quite alot
264220;Iliboleng;Stratovolcano;Indonesia;Indonesia;Lesser Sunda Islands;medium;Subduction zone / Crustal thickness unknown;Eruption Observed;Basalt / Picro-Basalt;alot
264250;Iliwerung;Complex;Indonesia;Indonesia;Lesser Sunda Islands;medium;Subduction zone / Crustal thickness unknown;Eruption Observed;Basalt / Picro-Basalt;few
264200;Leroboleng;Complex;Indonesia;Indonesia;Lesser Sunda Islands;medium;Subduction zone / Crustal thickness unknown;Eruption Observed;Andesite / Basaltic Andesite;quite alot
264180;Lewotobi;Stratovolcano(es);Indonesia;Indonesia;Lesser Sunda Islands;medium;Subduction zone / Crustal thickness unknown;Eruption Observed;Andesite / Basaltic Andesite;alot
264140;Kelimutu;Complex;Indonesia;Indonesia;Lesser Sunda Islands;medium;Subduction zone / Crustal thickness unknown;Eruption Observed;Andesite / Basaltic Andesite;few
264110;Iya;Stratovolcano;Indonesia;Indonesia;Lesser Sunda Islands;low;Subduction zone / Crustal thickness unknown;Eruption Observed;Basalt / Picro-Basalt;alot
264150;Paluweh;Stratovolcano;Indonesia;Indonesia;Lesser Sunda Islands;low;Subduction zone / Crustal thickness unknown;Eruption Observed;Andesite / Basaltic Andesite;few
